;Projissue;Projissue;;real_false_positive
aDoctor;NoLowMemoryResolver;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherForecastParentFragment.java;real_false_positive
DAAP;NoLowMemoryResolver;/Users/rar9993/AndroidStudioProjects/GPTPhotoGallery;MainActivity.java;real_true_positive
aDoctor;NoLowMemoryResolver;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WorkerFragmentToRetrieveJsonString.java;real_false_positive
aDoctor;NoLowMemoryResolver;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherThreeHourlyForecastChildListFragment.java;real_false_positive
aDoctor;NoLowMemoryResolver;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;GeneralDialogFragment.java;real_false_positive
aDoctor;NoLowMemoryResolver;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherInfoFragment.java;real_false_positive
DAAP;NoLowMemoryResolver;/Users/rar9993/AndroidStudioProjects/GPTPhotoGallery;PhotoDetailActivity.java;real_true_positive
aDoctor;NoLowMemoryResolver;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;SettingsFragment.java;real_false_positive
DAAP;NoLowMemoryResolver;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;RefreshingActivity.java;real_unknown
aDoctor;NoLowMemoryResolver;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;EnterPersonalApiKeyFragment.java;real_false_positive
DAAP;NoLowMemoryResolver;/Users/rar9993/AndroidStudioProjects/game2048;MainActivity.java;real_true_positive
aDoctor;NoLowMemoryResolver;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;IconCacheRetainFragment.java;real_false_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;RemoteTask.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;DatabaseHandler.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;Symbol.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;GameActivity.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;Element.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;ActivityTaskHistory.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortController.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;ByteStack.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;AppThemeListPreference.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;FirstLaunchManager.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;UnitTest.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;Notification.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortListView.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;Symbols.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;ActivityMain.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;GameStatistics.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;Function.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;DummyProvider.java;real_true_positive
PMD;RedundantFieldInitializer;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;DoubleStack.java;real_true_positive
Lint;RedundantNamespace;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;splash_screen.xml;real_true_positive
Lint;RedundantNamespace;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;activity_game.xml;real_true_positive
Lint;RedundantNamespace;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;activity_help.xml;real_true_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;AboutActivity.java;real_false_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;DoubleStack.java;real_false_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;MainActivity.java;real_true_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherForecastParentFragment.java;real_false_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;CompiledFunction.java.orig;real_true_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;AppThemeListPreference.java;real_true_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;SimpleDragSortCursorAdapter.java;real_false_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;Symbols.java;real_true_positive
DAAP;SlowForLoop;/Users/rar9993/AndroidStudioProjects/game2048;GameView.java;real_true_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortCursorAdapter.java;real_false_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;CompiledFunction.java;real_true_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;MoreMath.java;real_true_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;Complex.java;real_true_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;FindCitiesQueryProcessor.java;real_true_positive
Lint;UseValueOf;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;StatsActivity.java;real_true_positive
PMD;UseStringBufferForStringAppends;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;Notification.java;real_true_positive
PMD;UseStringBufferForStringAppends;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;CitySearchResultsDialog.java;real_true_positive
PMD;UseStringBufferForStringAppends;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;AboutActivity.java;real_true_positive
PMD;UseStringBufferForStringAppends;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherInformationDisplayer.java;real_true_positive
PMD;TooFewBranchesForSwitch;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortListView.java;real_true_positive
PMD;TooFewBranchesForSwitch;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;ItemProvider.java;real_true_positive
PMD;TooFewBranchesForSwitch;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;StatsActivity.java;real_true_positive
PMD;TooFewBranchesForSwitch;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/weather-overview;MainActivity.java;real_true_positive
PMD;TooFewBranchesForSwitch;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;DummyProvider.java;real_true_positive
PMD;TooFewBranchesForSwitch;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;OrgProvider.java;real_true_positive
PMD;TooFewBranchesForSwitch;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;ThemedActivity.java;real_true_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;CityWeatherCursorAdapter.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;SimpleDragSortCursorAdapter.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;ExtraTypesCursorAdapter.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;FragmentSearch.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortCursorAdapter.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;BaseCityListFragmentWithButtons.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;TaskListFragment.java;real_true_positive
Lint;UseCompoundDrawables;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;row_three_hourly_forecast.xml;real_true_positive
Lint;UseCompoundDrawables;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;tutorial_slide4.xml;real_true_positive
Lint;UseCompoundDrawables;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;tutorial_slide1.xml;real_true_positive
Lint;UseCompoundDrawables;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;tutorial_slide3.xml;real_true_positive
PMD;UseIndexOfChar;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;ProviderHelper.java;real_true_positive
PMD;UseIndexOfChar;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;StyledEditText.java;real_true_positive
PMD;UseIndexOfChar;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;TitleNoteTextView.java;real_true_positive
PMD;UseIndexOfChar;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;Task.java;real_true_positive
PMD;UseStringBufferForStringAppends;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;TasksExtension.java;real_true_positive
PMD;UseStringBufferForStringAppends;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;GameState.java;real_true_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;AppThemeListPreference.java;real_false_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortListView.java;real_true_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;Function.java;real_false_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortListView.java;real_true_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;SimpleDragSortCursorAdapter.java;real_false_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;MainActivity.java;real_true_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;MiscMethods.java;real_false_positive
aDoctor;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;MiscMethods.java;real_false_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortCursorAdapter.java;real_true_positive
Detekt;SpreadOperator;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/CalcYou;GraphViewModel.kt;real_true_positive
Detekt;SpreadOperator;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/CalcYou;Function.kt;real_true_positive
Lint;Recycle;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;PFASQLiteHelper.java;real_true_positive
PMD;InsufficientStringBufferDeclaration;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortListView.java;real_false_positive
PMD;InsufficientStringBufferDeclaration;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;CompiledFunction.java;real_true_positive
Lint;DisableBaselineAlignment;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;fragment_stats3.xml;real_true_positive
Lint;DisableBaselineAlignment;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;fragment_stats4.xml;real_true_positive
Lint;InefficientWeight;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;fragment_stats1.xml;real_true_positive
Lint;InefficientWeight;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;fragment_stats2.xml;real_true_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;ShortcutConfig.java;real_false_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherInfoFragment.java;real_false_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;FindCitiesQueryProcessor.java;real_false_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;Gestures.java;real_true_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;TutorialActivity.java;real_true_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;TaskListViewPagerFragment.java;real_true_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;DialogEditList.java;real_false_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;GetAvailableCitiesTask.java;real_false_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherThreeHourlyForecastChildListFragment.java;real_true_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;AddCityFragment.java;real_true_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherForecastParentFragment.java;real_true_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;EnterPersonalApiKeyFragment.java;real_true_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;CityListFragmentWithWeatherButtons.java;real_false_positive
SpotBugs;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortListView.java;real_unknown
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;StatsActivity.java;real_false_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;DragSortListView.java;real_false_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;SyncStatusMonitor.java;real_false_positive
aDoctor;LeakingInnerClass;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;CitySearchResultsDialog.java;real_true_positive
aDoctor;LeakingThread;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/lato/p;SkyPlane.java;real_false_positive
aDoctor;LeakingThread;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;MainActivity.java;real_true_positive
aDoctor;LeakingThread;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/lato/p;MusicProvider.java;real_false_positive
aDoctor;LeakingThread;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;DragSortListView.java;real_false_positive
aDoctor;LeakingThread;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/lato/p;Performer.java;real_false_positive
aDoctor;LeakingThread;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;BaseActivity.java;real_false_positive
aDoctor;LeakingThread;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/weather-overview;MainActivity.java;real_true_positive
Lint;ObsoleteLayoutParam;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;fragment_stats1.xml;real_true_positive
Lint;ObsoleteSdkInt;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;MainActivity.java;real_true_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;activity_settings.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;merged_pressure_humidity_and_wind_views.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;fragment_x_large_land.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;fragment_main.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;activity_licenses.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;tutorial_slide3.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;nav_header_main.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;activity_about.xml;real_true_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;tutorial_slide4.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;general_toolbar.xml;real_true_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;fragment_small.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;ic_menu_stat.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;fragment_large_land.xml;real_false_positive
Lint;Overdraw;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;fragment_land.xml;real_false_positive
Lint;Recycle;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;DatabaseExporter.java;real_true_positive
Lint;StaticFieldLeak;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherInformationDisplayer.java;real_true_positive
Lint;StaticFieldLeak;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WorkerFragmentToRetrieveJsonString.java;real_true_positive
Lint;StaticFieldLeak;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;AsyncTaskWithProgressBar.java;real_false_positive
Lint;SyntheticAccessor;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherInformationDisplayer.java;real_true_positive
Lint;SyntheticAccessor;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherForecastParentFragment.java;real_true_positive
Lint;SyntheticAccessor;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WeatherThreeHourlyForecastChildListFragment.java;real_true_positive
Lint;SyntheticAccessor;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;CitySearchResultsDialog.java;real_true_positive
Lint;SyntheticAccessor;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;WorkerFragmentToRetrieveJsonString.java;real_true_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;TaskListViewPagerFragment.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;CityUtilitiesCursorAdapter.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;BaseCityCursorAdapter.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;TaskList.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/World-Weather/WorldWeather;MainActivity.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;ItemProvider.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;FragmentSearchDeleted.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;DummyProvider.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;DBItem.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;RemoteTask.java;real_false_positive
aDoctor;UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;ProviderBase.java;real_false_positive
SpotBugs;UnreadField;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/lato/p;Performer.java;real_true_positive
SpotBugs;UnreadField;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;Gestures.java;real_true_positive
SpotBugs;UnreadField;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/lato/p;ParticleEmitter.java;real_true_positive
SpotBugs;UnreadField;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/lato/p;MountainRange3.java;real_true_positive
SpotBugs;UnreadField;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;FirstLaunchManager.java;real_true_positive
SpotBugs;UnreadField;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;Compiler.java;real_true_positive
SpotBugs;UnreadField;/Users/rar9993/AndroidStudioProjects/FlappyBird;GameView.java;real_true_positive
SpotBugs;UnreadField;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/lato/p;GameScreen.java;real_true_positive
SpotBugs;UnreadField;/Users/rar9993/AndroidStudioProjects/GalleryApp;PhotoAdapter.java;real_true_positive
SpotBugs;UnusedField;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/lato/p;Performer.java;real_unknown
PMD;UseArrayListInsteadOfVector;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;DeclarationParser.java;real_true_positive
PMD;UseArrayListInsteadOfVector;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;Symbols.java;real_true_positive
PMD;UseArraysAsList;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/NotePad;AppearancePrefs.java;real_false_positive
Lint;UselessLeaf;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;fragment_stats2.xml;real_true_positive
Lint;UselessLeaf;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;fragment_stats3.xml;real_true_positive
Lint;UselessParent;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;tutorial_slide4.xml;real_false_positive
Lint;UselessParent;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;fragment_stats1.xml;real_true_positive
Lint;UselessParent;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/privacy-friendly-2048;tutorial_slide2.xml;real_false_positive
Infer;IPCOnUIThread;/Users/rar9993/AndroidStudioProjects/GPTPhotoGallery;MainActivity.java;real_true_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;CompiledFunction.java;real_true_positive
DAAP;SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/similar_fdroid_vibe_apps/Calculator-You;Complex.java;real_false_positive
DAAP;SlowForLoop;/Users/rar9993/AndroidStudioProjects/WeatherApp;MainActivity.java;real_false_positive
